Date,Year,Quarter,Month,Week,Weekday,Day,DayOfYear,Revenue,PreChristmas,WeekdayRevenue_mean,WeekdayRevenue_median,WeekdayRevenue_IQR,MonthRevenue_mean,MonthRevenue_median,MonthRevenue_IQR,QuarterRevenue_mean,QuarterRevenue_median,QuarterRevenue_IQR,PreChristmasRevenue_mean,PreChristmasRevenue_std,RevenueLag_7d,RevenueLag_14d,RevenueLag_30d,RollingMean_7d,RollingStd_7d,RollingMax_7d,RollingMean_30d,RollingStd_30d,RollingMax_30d,UniqueCustomers
2010-01-05,2010,1,1,1,1,5,5,10055.16,0,13113.015434782608,11743.48,5727.402499999998,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,0.0,21788.65,21298.86,623.1999999999999,1648.832217055532,4362.4,11236.3568,9666.728763072992,27590.83,28.0
2010-01-06,2010,1,1,1,2,6,6,4147.22,0,12825.815108695651,11861.09,5986.35,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,0.0,17619.64,21298.86,2059.6514285714284,3882.4740465989626,10055.16,11190.926153846154,9474.253623031665,27590.83,11.0
2010-01-07,2010,1,1,1,3,7,7,10168.4,0,15515.356263736263,14734.26,5065.914999999999,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,0.0,10503.84,21298.86,2652.1114285714284,3831.891284711487,10055.16,10930.048148148147,9388.645538435096,27590.83,33.0
2010-01-08,2010,1,1,1,4,8,8,8558.89,0,9768.523076923077,8949.55,4758.65,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,0.0,4394.85,21298.86,4104.74,4523.831992916353,10168.4,10902.846428571429,9214.265672732978,27590.83,29.0
2010-01-11,2010,1,1,2,0,11,11,6971.58,0,11214.961758241758,11278.44,5378.174999999999,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,0.0,1720.8200000000002,21298.86,5327.438571428572,4383.985146334456,10168.4,10822.020344827588,9058.692273739265,27590.83,26.0
2010-01-12,2010,1,1,2,1,12,12,6373.92,0,13113.015434782608,11743.48,5727.402499999998,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,0.0,1870.5900000000001,21298.86,6323.378571428571,3712.462760739982,10168.4,10693.672333333332,8928.854918235282,27590.83,24.0
2010-01-13,2010,1,1,2,2,13,13,4776.03,0,12825.815108695651,11861.09,5986.35,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,4362.4,0.0,20808.35,7233.938571428572,2480.1841256409,10168.4,10196.174333333334,8731.18505475698,27590.83,19.0
2010-01-14,2010,1,1,2,3,14,14,14190.32,0,15515.356263736263,14734.26,5065.914999999999,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,10055.16,0.0,27590.83,7293.028571428571,2404.12905796419,10168.4,9661.763666666666,8547.970177982159,27590.83,41.0
2010-01-15,2010,1,1,2,4,15,15,6310.88,0,9768.523076923077,8949.55,4758.65,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,4147.22,0.0,19471.45,7883.765714285714,3468.416679657842,14190.32,9215.08,7904.683562956141,22719.3,28.0
2010-01-18,2010,1,1,3,0,18,18,6337.14,0,11214.961758241758,11278.44,5378.174999999999,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,10168.4,0.0,18349.83,8192.859999999999,3162.8812348711663,14190.32,8776.394333333334,7677.788257588468,22719.3,30.0
2010-01-19,2010,1,1,3,1,19,19,10809.51,0,13113.015434782608,11743.48,5727.402499999998,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,8558.89,0.0,22719.3,7645.5371428571425,3094.805015197345,14190.32,8375.971333333333,7471.771421763908,22719.3,34.0
2010-01-20,2010,1,1,3,2,20,20,6162.82,0,12825.815108695651,11861.09,5986.35,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,6971.58,0.0,16452.29,7967.0542857142855,3314.6092373906454,14190.32,7978.9783333333335,6983.864672461006,21788.65,25.0
2010-01-21,2010,1,1,3,3,21,21,10535.02,0,15515.356263736263,14734.26,5065.914999999999,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,6373.92,0.0,20138.91,7851.517142857142,3368.744990451286,14190.32,7635.996,6803.72342581903,21788.65,41.0
2010-01-22,2010,1,1,3,4,22,22,7230.4800000000005,0,9768.523076923077,8949.55,4758.65,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,4776.03,4362.4,15029.210000000001,8445.960000000001,3431.1080561775984,14190.32,7315.866333333333,6409.6799445431925,21788.65,29.0
2010-01-25,2010,1,1,4,0,25,25,11747.130000000001,0,11214.961758241758,11278.44,5378.174999999999,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,14190.32,10055.16,18359.15,8796.595714285713,3103.3155000088827,14190.32,7055.908666666667,6242.016123803733,21788.65,41.0
2010-01-26,2010,1,1,4,1,26,26,9138.05,0,13113.015434782608,11743.48,5727.402499999998,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,6310.88,4147.22,18429.95,8447.568571428572,2467.9294233319906,11747.130000000001,6835.508,5938.498570106875,21788.65,38.0
2010-01-27,2010,1,1,4,2,27,27,9806.75,0,12825.815108695651,11861.09,5986.35,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,6337.14,10168.4,21788.65,8851.45,2284.496258288352,11747.130000000001,6525.778,5542.002087292508,21788.65,41.0
2010-01-28,2010,1,1,4,3,28,28,12224.93,0,15515.356263736263,14734.26,5065.914999999999,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,10809.51,8558.89,17619.64,9347.108571428573,2007.6786056989029,11747.130000000001,6126.381333333334,4784.038877952781,17619.64,41.0
2010-01-29,2010,1,1,4,4,29,29,9509.960000000001,0,9768.523076923077,8949.55,4758.65,8522.693571428572,9077.04,3208.3875000000007,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,6162.82,6971.58,10503.84,9549.31142857143,2237.620632542766,12224.93,5946.557666666666,4425.0502281004265,14190.32,32.0
2010-02-01,2010,1,2,5,0,1,32,8298.1,0,11214.961758241758,11278.44,5378.174999999999,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,10535.02,6373.92,4394.85,10027.474285714286,1681.9840905198937,12224.93,5913.428333333333,4393.361384763566,14190.32,36.0
2010-02-02,2010,1,2,5,1,2,33,10432.98,0,13113.015434782608,11743.48,5727.402499999998,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,7230.4800000000005,4776.03,1720.8200000000002,9707.914285714285,1779.1723495946194,12224.93,6043.536666666667,4404.620759079341,14190.32,31.0
2010-02-03,2010,1,2,5,2,3,34,9251.460000000001,0,12825.815108695651,11861.09,5986.35,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,11747.130000000001,14190.32,1870.5900000000001,10165.414285714287,1409.2327343494517,12224.93,6333.941999999999,4396.986086006393,14190.32,35.0
2010-02-04,2010,1,2,5,3,4,35,14019.73,0,15515.356263736263,14734.26,5065.914999999999,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,9138.05,6310.88,0.0,9808.89,1248.955715040956,12224.93,6579.9710000000005,4344.816986402704,14190.32,44.0
2010-02-05,2010,1,2,5,4,5,36,8420.35,0,9768.523076923077,8949.55,4758.65,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,9806.75,6337.14,0.0,10506.272857142858,1967.9130029358337,14019.73,7047.295333333333,4366.596715332194,14190.32,31.0
2010-02-08,2010,1,2,6,0,8,39,8234.87,0,11214.961758241758,11278.44,5378.174999999999,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,12224.93,10809.51,0.0,10308.215714285714,2114.365351516942,14019.73,7327.973666666667,4163.906227845796,14190.32,40.0
2010-02-09,2010,1,2,6,1,9,40,8471.6,0,13113.015434782608,11743.48,5727.402499999998,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,9509.960000000001,6162.82,0.0,9738.207142857145,2048.3263670430892,14019.73,7602.4693333333325,3928.9735604554758,14190.32,38.0
2010-02-10,2010,1,2,6,2,10,41,4157.2300000000005,0,12825.815108695651,11861.09,5986.35,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,8298.1,10535.02,0.0,9589.869999999999,2104.4403442879534,14019.73,7884.856,3658.875581896337,14190.32,21.0
2010-02-11,2010,1,2,6,3,11,42,8064.87,0,15515.356263736263,14734.26,5065.914999999999,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,10432.98,7230.4800000000005,0.0,8998.317142857142,2942.9967474538525,14019.73,8023.430333333334,3420.9390789236218,14190.32,36.0
2010-02-12,2010,1,2,6,4,12,43,4883.9400000000005,0,9768.523076923077,8949.55,4758.65,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,9251.460000000001,11747.130000000001,0.0,8660.015714285715,2886.154020837313,14019.73,8292.259333333333,3067.2919273746156,14190.32,23.0
2010-02-15,2010,1,2,7,0,15,46,9849.45,0,11214.961758241758,11278.44,5378.174999999999,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,14019.73,9138.05,4362.4,8036.084285714285,3192.7840164964814,14019.73,8455.057333333334,2722.19544654796,14190.32,26.0
2010-02-16,2010,1,2,7,1,16,47,15397.53,0,13113.015434782608,11743.48,5727.402499999998,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,8420.35,9806.75,10055.16,7440.330000000001,2088.1824494442158,9849.45,8637.958999999999,2620.1539155742307,14190.32,48.0
2010-02-17,2010,1,2,7,2,17,48,11134.08,0,12825.815108695651,11861.09,5986.35,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,8234.87,12224.93,4147.22,8437.070000000002,3687.0311882642777,15397.53,8816.038,2887.684714020728,15397.53,36.0
2010-02-18,2010,1,2,7,3,18,49,14516.74,0,15515.356263736263,14734.26,5065.914999999999,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,8471.6,9509.960000000001,10168.4,8851.242857142857,3820.9378846548434,15397.53,9048.933333333332,2777.8136858654893,15397.53,53.0
2010-02-19,2010,1,2,7,4,19,50,7714.28,0,9768.523076923077,8949.55,4758.65,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,4157.2300000000005,8298.1,8558.89,9714.834285714287,4365.214694960075,15397.53,9193.878,2946.562303024113,15397.53,27.0
2010-02-22,2010,1,2,8,0,22,53,12803.5,0,11214.961758241758,11278.44,5378.174999999999,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,8064.87,10432.98,6971.58,10222.984285714285,3777.969761096829,15397.53,9165.724333333334,2956.8557063411054,15397.53,33.0
2010-02-23,2010,1,2,8,1,23,54,9969.06,0,13113.015434782608,11743.48,5727.402499999998,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,4883.9400000000005,9251.460000000001,6373.92,10899.93142857143,3751.269454830956,15397.53,9360.121666666668,2999.0360929909875,15397.53,35.0
2010-02-24,2010,1,2,8,2,24,55,9861.4,0,12825.815108695651,11861.09,5986.35,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,9849.45,14019.73,4776.03,11626.377142857144,2751.134319201915,15397.53,9479.959666666666,2946.9731884935577,15397.53,42.0
2010-02-25,2010,1,2,8,3,25,56,15408.5,0,15515.356263736263,14734.26,5065.914999999999,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,15397.53,8420.35,14190.32,11628.084285714285,2749.851332259379,15397.53,9649.472000000002,2810.1502458402224,15397.53,49.0
2010-02-26,2010,1,2,8,4,26,57,8744.52,0,9768.523076923077,8949.55,4758.65,9958.66525,9523.59,3998.6175000000003,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,11134.08,8234.87,6310.88,11629.651428571427,2752.3595600104763,15408.5,9690.078000000001,2885.8096649681256,15408.5,24.0
2010-03-01,2010,1,3,9,0,1,60,10266.31,0,11214.961758241758,11278.44,5378.174999999999,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,14516.74,8471.6,6337.14,11288.285714285714,2964.106873595376,15408.5,9771.199333333332,2821.0214947217783,15408.5,43.0
2010-03-02,2010,1,3,9,1,2,61,11160.210000000001,0,13113.015434782608,11743.48,5727.402499999998,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,7714.28,4157.2300000000005,10809.51,10681.08142857143,2606.281365025864,15408.5,9902.171666666665,2746.3107820794953,15408.5,40.0
2010-03-03,2010,1,3,9,2,3,62,14510.73,0,12825.815108695651,11861.09,5986.35,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,12803.5,8064.87,6162.82,11173.357142857143,2254.1635973365514,15408.5,9913.861666666666,2751.0484669342454,15408.5,46.0
2010-03-04,2010,1,3,9,3,4,63,17813.34,0,15515.356263736263,14734.26,5065.914999999999,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,9969.06,4883.9400000000005,10535.02,11417.247142857144,2534.818753203193,15408.5,10192.125333333333,2780.5837094874746,15408.5,58.0
2010-03-05,2010,1,3,9,4,5,64,8170.08,0,9768.523076923077,8949.55,4758.65,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,9861.4,9849.45,7230.4800000000005,12537.858571428573,3380.6854504445855,17813.34,10434.736,3109.5917537467276,17813.34,41.0
2010-03-08,2010,1,3,10,0,8,67,11178.86,0,11214.961758241758,11278.44,5378.174999999999,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,15408.5,15397.53,11747.130000000001,12296.24142857143,3653.300150719581,17813.34,10466.056000000002,3080.80401164528,17813.34,51.0
2010-03-09,2010,1,3,10,1,9,68,9908.32,0,13113.015434782608,11743.48,5727.402499999998,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,8744.52,11134.08,9138.05,11692.007142857143,3393.2851900172764,17813.34,10447.113666666668,3074.396054938924,17813.34,38.0
2010-03-10,2010,1,3,10,2,10,69,12297.26,0,12825.815108695651,11861.09,5986.35,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,10266.31,14516.74,9806.75,11858.264285714284,3250.299360268529,17813.34,10472.789333333332,3066.2922443900275,17813.34,38.0
2010-03-11,2010,1,3,10,3,11,70,11305.16,0,15515.356263736263,14734.26,5065.914999999999,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,11160.210000000001,7714.28,12224.93,12148.399999999998,3174.2669297703105,17813.34,10555.806333333334,3081.3153587584266,17813.34,36.0
2010-03-12,2010,1,3,10,4,12,71,6396.35,0,9768.523076923077,8949.55,4758.65,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,14510.73,12803.5,9509.960000000001,12169.107142857143,3167.211075213845,17813.34,10525.147333333332,3068.684901623936,17813.34,23.0
2010-03-15,2010,1,3,11,0,15,74,9878.78,0,11214.961758241758,11278.44,5378.174999999999,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,17813.34,9969.06,8298.1,11009.91,3619.9152219124485,17813.34,10421.360333333336,3155.6254836298876,17813.34,33.0
2010-03-16,2010,1,3,11,1,16,75,11960.17,0,13113.015434782608,11743.48,5727.402499999998,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,8170.08,9861.4,10432.98,9876.401428571427,2025.7352913813186,12297.26,10474.049666666666,3132.0592961021475,17813.34,36.0
2010-03-17,2010,1,3,11,2,17,76,13566.74,0,12825.815108695651,11861.09,5986.35,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,11178.86,15408.5,9251.460000000001,10417.842857142858,2000.0028217539932,12297.26,10524.956,3143.757859408122,17813.34,34.0
2010-03-18,2010,1,3,11,3,18,77,14641.59,0,15515.356263736263,14734.26,5065.914999999999,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,9908.32,8744.52,14019.73,10758.968571428572,2328.1575897436737,13566.74,10668.798666666666,3181.97036840679,17813.34,62.0
2010-03-19,2010,1,3,11,4,19,78,12679.01,0,9768.523076923077,8949.55,4758.65,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,12297.26,10266.31,8420.35,11435.15,2697.915969509325,14641.59,10689.527333333333,3206.4835567201612,17813.34,41.0
2010-03-22,2010,1,3,12,0,22,81,11753.04,0,11214.961758241758,11278.44,5378.174999999999,11592.410217391303,11169.535,2596.165000000001,10074.614140625,9940.83,3699.4249999999993,10748.80581920904,4335.855315644717,11305.16,11160.210000000001,8234.87,11489.685714285715,2721.997995032695,14641.59,10831.482666666667,3196.813624786441,17813.34,42.0
