Date,Year,Quarter,Month,Week,Weekday,Day,DayOfYear,Revenue,PreChristmas,WeekdayRevenue_mean,WeekdayRevenue_median,WeekdayRevenue_IQR,MonthRevenue_mean,MonthRevenue_median,MonthRevenue_IQR,QuarterRevenue_mean,QuarterRevenue_median,QuarterRevenue_IQR,PreChristmasRevenue_mean,PreChristmasRevenue_std,RevenueLag_7d,RevenueLag_14d,RevenueLag_30d,RollingMean_7d,RollingStd_7d,RollingMax_7d,RollingMean_30d,RollingStd_30d,RollingMax_30d,UniqueCustomers
2009-12-15,2009,4,12,51,1,15,349,18429.3,1,13140.664166666667,11548.115,5785.575000000001,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,17048.520327868853,6702.103127104946,19470.15,,,18644.99142857143,2502.4626927184354,22719.3,20020.063000000002,3501.4708136091413,27589.53,76.0
2009-12-16,2009,4,12,51,2,16,350,21785.94,1,12369.126041666668,11869.78,5797.93,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,17048.520327868853,6702.103127104946,18349.18,,,18496.29857142857,2476.044773918194,22719.3,19875.44818181818,3356.235387262991,27589.53,77.0
2009-12-17,2009,4,12,51,3,17,351,17618.99,1,15114.165416666669,14577.54,5030.915000000001,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,17048.520327868853,6702.103127104946,22719.3,,,18987.264285714286,2765.789575659825,22719.3,20034.655833333334,3247.222222970547,27589.53,72.0
2009-12-18,2009,4,12,51,4,18,352,10503.84,1,9699.178958333334,8698.96,3767.045000000002,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,17048.520327868853,6702.103127104946,16452.29,,,18258.648571428574,2240.7390817721125,21785.94,19848.835384615384,3180.350283749195,27589.53,42.0
2009-12-21,2009,4,12,52,0,21,355,4394.09,1,11487.295319148936,11753.04,6541.135000000001,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,17048.520327868853,6702.103127104946,20137.61,21295.61,,17408.87,3695.599390788992,21785.94,19181.335714285717,3946.4364892524613,27589.53,24.0
2009-12-22,2009,4,12,52,1,22,356,1720.17,1,13140.664166666667,11548.115,5785.575000000001,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,17048.520327868853,6702.103127104946,15027.26,20800.55,,15159.795714285716,5894.557653821746,21785.94,18195.519333333334,5388.823216942991,27589.53,14.0
2009-12-23,2009,4,12,52,2,23,357,1869.94,1,12369.126041666668,11869.78,5797.93,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,17048.520327868853,6702.103127104946,18359.15,27589.53,,13258.782857142858,7786.568393166342,21785.94,17165.81,6638.394052607402,27589.53,9.0
2009-12-24,2009,4,12,52,3,24,358,0.0,1,15114.165416666669,14577.54,5030.915000000001,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,17048.520327868853,6702.103127104946,18429.3,19470.15,,10903.18142857143,8452.158245575358,21785.94,16266.052941176473,7421.359402170505,27589.53,0.0
2009-12-25,2009,4,12,52,4,25,359,0.0,0,9699.178958333334,8698.96,3767.045000000002,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,10760.975280898878,4407.904236233572,21785.94,18349.18,,8270.424285714285,8586.335145157203,21785.94,15362.383333333335,8156.954977634297,27589.53,0.0
2009-12-28,2009,4,12,53,0,28,362,0.0,0,11487.295319148936,11753.04,6541.135000000001,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,10760.975280898878,4407.904236233572,17618.99,22719.3,,5158.147142857143,6586.321394814432,17618.99,14553.836842105264,8675.29111634753,27589.53,0.0
2009-12-29,2009,4,12,53,1,29,363,0.0,0,13140.664166666667,11548.115,5785.575000000001,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,10760.975280898878,4407.904236233572,10503.84,16452.29,,2641.1485714285714,3813.6745550646356,10503.84,13826.145,9049.325725524352,27589.53,0.0
2009-12-30,2009,4,12,53,2,30,364,0.0,0,12369.126041666668,11869.78,5797.93,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,10760.975280898878,4407.904236233572,4394.09,20137.61,,1140.6000000000001,1666.1787039309875,4394.09,13167.757142857145,9321.94975642979,27589.53,0.0
2009-12-31,2009,4,12,53,3,31,365,0.0,0,15114.165416666669,14577.54,5030.915000000001,12022.734782608697,16452.29,18943.795000000002,16012.464999999998,18559.0,8493.822500000002,10760.975280898878,4407.904236233572,1720.17,15027.26,,512.8728571428571,876.9635548624292,1869.94,12569.222727272729,9520.612769332796,27589.53,0.0
2010-01-01,2010,1,1,53,4,1,1,0.0,0,9699.178958333334,8698.96,3767.045000000002,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,1869.94,18359.15,,267.13428571428574,706.7708866587357,1869.94,12022.734782608697,9663.896844461804,27589.53,0.0
2010-01-04,2010,1,1,1,0,4,4,4362.4,0,11487.295319148936,11753.04,6541.135000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,0.0,18429.3,,0.0,0.0,0.0,11521.7875,9764.89552067451,27589.53,18.0
2010-01-05,2010,1,1,1,1,5,5,10053.86,0,13140.664166666667,11548.115,5785.575000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,0.0,21785.94,,623.1999999999999,1648.8322170554527,4362.4,11235.412,9665.940634480003,27589.53,28.0
2010-01-06,2010,1,1,1,2,6,6,4147.22,0,12369.126041666668,11869.78,5797.93,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,0.0,17618.99,,2059.4657142857145,3882.027851981733,10053.86,11189.967692307693,9473.483352387466,27589.53,11.0
2010-01-07,2010,1,1,1,3,7,7,10168.4,0,15114.165416666669,14577.54,5030.915000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,0.0,10503.84,,2651.925714285714,3831.4727027034796,10053.86,10929.125185185185,9387.87150814913,27589.53,33.0
2010-01-08,2010,1,1,1,4,8,8,8558.89,0,9699.178958333334,8698.96,3767.045000000002,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,0.0,4394.09,,4104.5542857142855,4523.547018240064,10168.4,10901.95642857143,9213.50348098526,27589.53,29.0
2010-01-11,2010,1,1,2,0,11,11,6970.28,0,11487.295319148936,11753.04,6541.135000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,0.0,1720.17,,5327.2528571428575,4383.751512736985,10168.4,10821.161034482759,9057.936740692166,27589.53,26.0
2010-01-12,2010,1,1,2,1,12,12,6372.62,0,13140.664166666667,11548.115,5785.575000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,0.0,1869.94,21295.61,6323.007142857144,3712.2071816764856,10168.4,10692.798333333334,8928.121166224933,27589.53,24.0
2010-01-13,2010,1,1,2,2,13,13,4775.38,0,12369.126041666668,11869.78,5797.93,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,4362.4,0.0,20800.55,7233.381428571428,2480.0358090319883,10168.4,10195.365333333333,8730.545302543856,27589.53,19.0
2010-01-14,2010,1,1,2,3,14,14,14190.32,0,15114.165416666669,14577.54,5030.915000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,10053.86,0.0,27589.53,7292.378571428571,2404.105436681376,10168.4,9661.193000000001,8547.62784971974,27589.53,41.0
2010-01-15,2010,1,1,2,4,15,15,6310.2300000000005,0,9699.178958333334,8698.96,3767.045000000002,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,4147.22,0.0,19470.15,7883.301428571429,3468.665094194155,14190.32,9214.552666666666,7904.3842265730045,22719.3,28.0
2010-01-18,2010,1,1,3,0,18,18,6335.84,0,11487.295319148936,11753.04,6541.135000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,10168.4,0.0,18349.18,8192.302857142857,3163.2710209671363,14190.32,8775.888666666668,7677.518547523262,22719.3,30.0
2010-01-19,2010,1,1,3,1,19,19,10805.61,0,13140.664166666667,11548.115,5785.575000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,8558.89,0.0,22719.3,7644.794285714286,3095.1800239504482,14190.32,8375.444,7471.5083945158885,22719.3,34.0
2010-01-20,2010,1,1,3,2,20,20,6162.17,0,12369.126041666668,11869.78,5797.93,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,6970.28,0.0,16452.29,7965.754285714285,3314.486235642245,14190.32,7978.321,6983.497776199384,21785.94,25.0
2010-01-21,2010,1,1,3,3,21,21,10533.72,0,15114.165416666669,14577.54,5030.915000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,6372.62,0.0,20137.61,7850.3099999999995,3368.569666243126,14190.32,7635.317,6803.317385624383,21785.94,41.0
2010-01-22,2010,1,1,3,4,22,22,7230.4800000000005,0,9699.178958333334,8698.96,3767.045000000002,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,4775.38,4362.4,15027.26,8444.752857142857,3430.9171489351256,14190.32,7315.187333333333,6409.281028119024,21785.94,29.0
2010-01-25,2010,1,1,4,0,25,25,11745.83,0,11487.295319148936,11753.04,6541.135000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,14190.32,10053.86,18359.15,8795.481428571427,3103.123227445903,14190.32,7055.294666666667,6241.663129922398,21785.94,41.0
2010-01-26,2010,1,1,4,1,26,26,9136.1,0,13140.664166666667,11548.115,5785.575000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,6310.2300000000005,4147.22,18429.3,8446.268571428573,2467.213973029959,11745.83,6834.850666666666,5938.066879792549,21785.94,38.0
2010-01-27,2010,1,1,4,2,27,27,9806.1,0,12369.126041666668,11869.78,5797.93,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,6335.84,10168.4,21785.94,8849.964285714286,2283.8302529366233,11745.83,6525.077333333334,5541.517958999133,21785.94,41.0
2010-01-28,2010,1,1,4,3,28,28,12224.93,0,15114.165416666669,14577.54,5030.915000000001,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,10805.61,8558.89,17618.99,9345.715714285714,2006.999085408003,11745.83,6125.749333333334,4783.706225368272,17618.99,41.0
2010-01-29,2010,1,1,4,4,29,29,9509.960000000001,0,9699.178958333334,8698.96,3767.045000000002,8066.682857142857,8558.89,3858.169999999999,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,6162.17,6970.28,10503.84,9548.475714285714,2237.5237141153525,12224.93,5945.947333333333,4424.723148459112,14190.32,32.0
2010-02-01,2010,1,2,5,0,1,32,8296.15,0,11487.295319148936,11753.04,6541.135000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,10533.72,6372.62,4394.09,10026.731428571427,1681.8834481658575,12224.93,5912.818,4393.02718430909,14190.32,36.0
2010-02-02,2010,1,2,5,1,2,33,10432.33,0,13140.664166666667,11548.115,5785.575000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,7230.4800000000005,4775.38,1720.17,9707.078571428572,1779.2798461309028,12224.93,6042.886666666667,4404.261840234657,14190.32,31.0
2010-02-03,2010,1,2,5,2,3,34,9250.81,0,12369.126041666668,11869.78,5797.93,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,11745.83,14190.32,1869.94,10164.485714285716,1409.66430491869,12224.93,6333.292,4396.626543904805,14190.32,35.0
2010-02-04,2010,1,2,5,3,4,35,14017.78,0,15114.165416666669,14577.54,5030.915000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,9136.1,6310.2300000000005,0.0,9808.054285714286,1249.5179559448359,12224.93,6579.321,4344.453126846688,14190.32,44.0
2010-02-05,2010,1,2,5,4,5,36,8419.63,0,9699.178958333334,8698.96,3767.045000000002,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,9806.1,6335.84,0.0,10505.437142857143,1967.8092224071077,14017.78,7046.580333333333,4366.199266882754,14190.32,31.0
2010-02-08,2010,1,2,6,0,8,39,8234.22,0,11487.295319148936,11753.04,6541.135000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,12224.93,10805.61,0.0,10307.369999999999,2114.2588796471114,14017.78,7327.234666666667,4163.53277735075,14190.32,40.0
2010-02-09,2010,1,2,6,1,9,40,8471.6,0,13140.664166666667,11548.115,5785.575000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,9509.960000000001,6162.17,0.0,9737.268571428573,2048.021352341721,14017.78,7601.708666666667,3928.6275821091176,14190.32,38.0
2010-02-10,2010,1,2,6,2,10,41,4157.2300000000005,0,12369.126041666668,11869.78,5797.93,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,8296.15,10533.72,0.0,9588.931428571426,2104.066267503857,14017.78,7884.095333333334,3658.564798132748,14190.32,21.0
2010-02-11,2010,1,2,6,3,11,42,8064.87,0,15114.165416666669,14577.54,5030.915000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,10432.33,7230.4800000000005,0.0,8997.657142857144,2942.431782521129,14017.78,8022.669666666668,3420.638555500386,14190.32,36.0
2010-02-12,2010,1,2,6,4,12,43,4883.9400000000005,0,9699.178958333334,8698.96,3767.045000000002,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,9250.81,11745.83,0.0,8659.448571428571,2885.5542261145633,14017.78,8291.498666666668,3067.0257244817267,14190.32,23.0
2010-02-15,2010,1,2,7,0,15,46,9849.45,0,11487.295319148936,11753.04,6541.135000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,14017.78,9136.1,4362.4,8035.610000000001,3192.153762023377,14017.78,8454.296666666667,2721.942557526018,14190.32,26.0
2010-02-16,2010,1,2,7,1,16,47,15394.86,0,13140.664166666667,11548.115,5785.575000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,8419.63,9806.1,10053.86,7440.134285714286,2088.084935811258,9849.45,8637.198333333332,2619.946111649134,14190.32,48.0
2010-02-17,2010,1,2,7,2,17,48,11134.08,0,12369.126041666668,11869.78,5797.93,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,8234.22,12224.93,4147.22,8436.595714285713,3686.1970891369742,15394.86,8815.231666666667,2887.354093046966,15394.86,36.0
2010-02-18,2010,1,2,7,3,18,49,14514.14,0,15114.165416666669,14577.54,5030.915000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,8471.6,9509.960000000001,10168.4,8850.861428571428,3820.1755380149243,15394.86,9048.127,2777.539929162261,15394.86,53.0
2010-02-19,2010,1,2,7,4,19,50,7712.86,0,9699.178958333334,8698.96,3767.045000000002,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,4157.2300000000005,8296.15,8558.89,9714.08142857143,4364.158766113764,15394.86,9192.984999999999,2946.1832995469445,15394.86,27.0
2010-02-22,2010,1,2,8,0,22,53,12803.5,0,11487.295319148936,11753.04,6541.135000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,8064.87,10432.33,6970.28,10222.028571428571,3777.0250136513014,15394.86,9164.784000000001,2956.4932609306397,15394.86,33.0
2010-02-23,2010,1,2,8,1,23,54,9969.06,0,13140.664166666667,11548.115,5785.575000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,4883.9400000000005,9250.81,6372.62,10898.975714285714,3750.5192377672047,15394.86,9359.224666666669,2998.7061048400637,15394.86,35.0
2010-02-24,2010,1,2,8,2,24,55,9860.1,0,12369.126041666668,11869.78,5797.93,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,9849.45,14017.78,4775.38,11625.421428571428,2750.4057966684854,15394.86,9479.106000000002,2946.62785915042,15394.86,42.0
2010-02-25,2010,1,2,8,3,25,56,15407.85,0,15114.165416666669,14577.54,5030.915000000001,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,15394.86,8419.63,14190.32,11626.942857142858,2749.262364888165,15394.86,9648.596666666668,2809.799121741666,15394.86,49.0
2010-02-26,2010,1,2,8,4,26,57,8743.77,0,9699.178958333334,8698.96,3767.045000000002,9980.9115,9550.130000000001,3270.7675,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,11134.08,8234.22,6310.2300000000005,11628.798571428571,2752.2323190362417,15407.85,9689.181,2885.436066424469,15407.85,24.0
2010-03-01,2010,1,3,9,0,1,60,10265.01,0,11487.295319148936,11753.04,6541.135000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,14514.14,8471.6,6335.84,11287.325714285715,2963.9813830828784,15407.85,9770.298999999999,2820.647918414774,15407.85,43.0
2010-03-02,2010,1,3,9,1,2,61,11158.91,0,13140.664166666667,11548.115,5785.575000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,7712.86,4157.2300000000005,10805.61,10680.307142857142,2606.5498268254532,15407.85,9901.271333333334,2745.907321300299,15407.85,40.0
2010-03-03,2010,1,3,9,2,3,62,14508.130000000001,0,12369.126041666668,11869.78,5797.93,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,12803.5,8064.87,6162.17,11172.6,2254.3093675299588,15407.85,9913.048,2750.673079971269,15407.85,46.0
2010-03-04,2010,1,3,9,3,4,63,17812.04,0,15114.165416666669,14577.54,5030.915000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,9969.06,4883.9400000000005,10533.72,11416.118571428571,2534.504581954353,15407.85,10191.246666666666,2780.1248251885904,15407.85,58.0
2010-03-05,2010,1,3,9,4,5,64,8168.13,0,9699.178958333334,8698.96,3767.045000000002,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,9860.1,9849.45,7230.4800000000005,12536.544285714286,3380.5482000796696,17812.04,10433.857333333335,3109.1474174696455,17812.04,41.0
2010-03-08,2010,1,3,10,0,8,67,11178.86,0,11487.295319148936,11753.04,6541.135000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,15407.85,15394.86,11745.83,12294.834285714285,3653.2944056648234,17812.04,10465.112333333334,3080.41488474018,17812.04,51.0
2010-03-09,2010,1,3,10,1,9,68,9908.32,0,13140.664166666667,11548.115,5785.575000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,8743.77,11134.08,9136.1,11690.692857142858,3393.1053573322965,17812.04,10446.213333333335,3074.019063194804,17812.04,38.0
2010-03-10,2010,1,3,10,2,10,69,12296.61,0,12369.126041666668,11869.78,5797.93,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,10265.01,14514.14,9806.1,11857.057142857144,3250.0703311042057,17812.04,10471.954,3065.892780251332,17812.04,38.0
2010-03-11,2010,1,3,10,3,11,70,11305.16,0,15114.165416666669,14577.54,5030.915000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,11158.91,7712.86,12224.93,12147.285714285716,3174.027598760797,17812.04,10554.971,3080.9230085863715,17812.04,36.0
2010-03-12,2010,1,3,10,4,12,71,6396.35,0,9699.178958333334,8698.96,3767.045000000002,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,14508.130000000001,12803.5,9509.960000000001,12168.17857142857,3166.910712663201,17812.04,10524.312,3068.2823017058554,17812.04,23.0
2010-03-15,2010,1,3,11,0,15,74,9876.83,0,11487.295319148936,11753.04,6541.135000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,17812.04,9969.06,8296.15,11009.352857142858,3619.7245265614424,17812.04,10420.525,3155.2055523965696,17812.04,33.0
2010-03-16,2010,1,3,11,1,16,75,11959.52,0,13140.664166666667,11548.115,5785.575000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,8168.13,9860.1,10432.33,9875.75142857143,2025.8794039250192,12296.61,10473.214333333335,3131.6168039426134,17812.04,36.0
2010-03-17,2010,1,3,11,2,17,76,13566.74,0,12369.126041666668,11869.78,5797.93,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,11178.86,15407.85,9250.81,10417.378571428573,1999.9052035153052,12296.61,10524.120666666666,3143.320119073454,17812.04,34.0
2010-03-18,2010,1,3,11,3,18,77,14640.94,0,15114.165416666669,14577.54,5030.915000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,9908.32,8743.77,14017.78,10758.504285714285,2328.1530988235895,13566.74,10667.984999999999,3181.566973069923,17812.04,62.0
2010-03-19,2010,1,3,11,4,19,78,12678.36,0,9699.178958333334,8698.96,3767.045000000002,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,12296.61,10265.01,8419.63,11434.592857142856,2697.919092261748,14640.94,10688.757,3206.1308959136504,17812.04,41.0
2010-03-22,2010,1,3,12,0,22,81,11753.04,0,11487.295319148936,11753.04,6541.135000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,11305.16,11158.91,8234.22,11489.128571428571,2721.9989196815636,14640.94,10830.714666666667,3196.463604716002,17812.04,42.0
2010-03-23,2010,1,3,12,1,23,82,11158.130000000001,0,13140.664166666667,11548.115,5785.575000000001,12156.115217391305,11402.880000000001,3325.8650000000016,10134.5190625,10011.46,3808.175000000001,10760.975280898878,4407.904236233572,6396.35,14508.130000000001,8471.6,11553.111428571428,2722.217750208017,14640.94,10948.008666666667,3162.278590888421,17812.04,48.0
