Date,Year,Quarter,Month,Week,Weekday,Day,DayOfYear,Revenue,PreChristmas,WeekdayRevenue_mean,WeekdayRevenue_median,WeekdayRevenue_IQR,MonthRevenue_mean,MonthRevenue_median,MonthRevenue_IQR,QuarterRevenue_mean,QuarterRevenue_median,QuarterRevenue_IQR,PreChristmasRevenue_mean,PreChristmasRevenue_std,RevenueLag_7d,RevenueLag_14d,RevenueLag_30d,RollingMean_7d,RollingStd_7d,RollingMax_7d,RollingMean_30d,RollingStd_30d,RollingMax_30d,UnitPrice_median,UnitPrice_std
2010-03-29,2010,1,3,13,0,29,88,102.0,0,168.35454545454544,178.5,229.5,233.16923076923075,253.35,191.25,233.16923076923075,253.35,191.25,180.525,124.54769610623833,267.75,,,245.65714285714284,165.24435801909502,521.1,238.26,144.02066171213073,521.1,12.75,0.0
2010-03-30,2010,1,3,13,1,30,89,293.25,0,198.20454545454547,216.75,153.0,233.16923076923075,253.35,191.25,233.16923076923075,253.35,191.25,180.525,124.54769610623833,369.75,,,221.97857142857143,173.23334180891885,521.1,225.87272727272727,142.67321290914487,521.1,12.75,0.0
2010-03-31,2010,1,3,13,2,31,90,253.35,0,214.33181818181816,240.6,153.0,233.16923076923075,253.35,191.25,233.16923076923075,253.35,191.25,180.525,124.54769610623833,51.0,,,211.04999999999998,164.55289423161173,521.1,231.48749999999998,137.4170313729839,521.1,12.75,0.6363961030678928
2010-04-01,2010,2,4,13,3,1,91,344.25,0,258.7636363636364,267.75,178.5,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,216.75,,,239.95714285714286,148.76707585061573,521.1,233.16923076923075,131.70644368326217,521.1,12.75,0.0
2010-04-02,2010,2,4,13,4,2,92,0.0,0,149.96818181818182,127.5,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,63.75,102.0,,258.1714285714286,153.19158173439465,521.1,241.10357142857143,129.97533266604225,521.1,12.75,0.0
2010-04-05,2010,2,4,14,0,5,95,0.0,0,168.35454545454544,178.5,229.5,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,521.1,293.25,,249.06428571428572,167.868092348044,521.1,225.03,139.8652844193808,521.1,12.75,0.0
2010-04-06,2010,2,4,14,1,6,96,114.75,0,198.20454545454547,216.75,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,229.5,267.75,,174.62142857142857,140.42530297024715,344.25,210.965625,146.36615355419437,521.1,12.75,0.0
2010-04-07,2010,2,4,14,2,7,97,165.75,0,214.33181818181816,240.6,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,102.0,267.75,,158.22857142857143,139.6468428367992,344.25,205.30588235294115,143.62682862451322,521.1,12.75,0.0
2010-04-08,2010,2,4,14,3,8,98,393.6,0,258.7636363636364,267.75,178.5,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,293.25,369.75,,167.33571428571426,137.42985093701958,344.25,203.10833333333332,139.65006607904758,521.1,12.75,0.5692099788303081
2010-04-09,2010,2,4,14,4,9,99,76.5,0,149.96818181818182,127.5,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,253.35,51.0,,181.67142857142858,156.6441371845295,393.6,213.1342105263158,142.57817061823351,521.1,12.75,0.28460498941515405
2010-04-12,2010,2,4,15,0,12,102,165.75,0,168.35454545454544,178.5,229.5,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,344.25,216.75,,156.40714285714284,157.41639958131063,393.6,206.3025,142.09875872175365,521.1,12.75,0.0
2010-04-13,2010,2,4,15,1,13,103,318.75,0,198.20454545454547,216.75,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,63.75,,130.90714285714287,134.7405761348186,393.6,204.37142857142857,138.78315511205653,521.1,12.75,0.0
2010-04-14,2010,2,4,15,2,14,104,165.75,0,214.33181818181816,240.6,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,521.1,,176.44285714285712,136.9695143349163,393.6,209.57045454545457,137.61628559762946,521.1,12.75,0.0
2010-04-15,2010,2,4,15,3,15,105,344.25,0,258.7636363636364,267.75,178.5,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,114.75,229.5,,200.12142857142857,113.74050823820733,393.6,207.66521739130437,134.76238805830752,521.1,12.75,0.0
2010-04-16,2010,2,4,15,4,16,106,102.0,0,149.96818181818182,127.5,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,165.75,102.0,,232.90714285714284,118.02673577263269,393.6,213.35625000000002,134.71675948198163,521.1,12.75,0.0
2010-04-19,2010,2,4,16,0,19,109,229.5,0,168.35454545454544,178.5,229.5,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,393.6,293.25,,223.79999999999998,126.24571279849465,393.6,208.90200000000002,133.74760549258443,521.1,12.75,0.0
2010-04-20,2010,2,4,16,1,20,110,127.5,0,198.20454545454547,216.75,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,76.5,253.35,,200.35714285714286,102.4543452330981,344.25,209.69423076923078,131.10760262236747,521.1,12.75,0.0
2010-04-21,2010,2,4,16,2,21,111,446.25,0,214.33181818181816,240.6,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,165.75,344.25,,207.64285714285714,93.61032452215328,344.25,206.65,129.5310714135356,521.1,12.75,0.0
2010-04-22,2010,2,4,16,3,22,112,229.5,0,258.7636363636364,267.75,178.5,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,318.75,0.0,,247.71428571428572,126.83038448483639,446.25,215.20714285714286,134.93395209720728,521.1,12.75,0.0
2010-04-23,2010,2,4,16,4,23,113,127.5,0,149.96818181818182,127.5,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,165.75,0.0,,234.96428571428572,122.92506428133939,446.25,215.70000000000002,132.52908979864438,521.1,12.75,0.0
2010-04-26,2010,2,4,17,0,26,116,280.5,0,168.35454545454544,178.5,229.5,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,344.25,114.75,102.0,229.5,127.28732262091144,446.25,212.76000000000002,131.2159055224212,521.1,12.75,0.0
2010-04-27,2010,2,4,17,1,27,117,204.0,0,198.20454545454547,216.75,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,102.0,165.75,293.25,220.39285714285714,119.76729669297397,446.25,218.71,130.06227381129978,521.1,12.75,0.0
2010-04-28,2010,2,4,17,2,28,118,318.75,0,214.33181818181816,240.6,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,229.5,393.6,267.75,234.96428571428572,108.65143316390919,446.25,215.735,129.31708033837361,521.1,12.75,0.0
2010-04-29,2010,2,4,17,3,29,119,369.75,0,258.7636363636364,267.75,178.5,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,127.5,76.5,267.75,247.71428571428572,113.05091299309099,446.25,217.435,130.35550075691555,521.1,12.75,0.0
2010-04-30,2010,2,4,17,4,30,120,63.75,0,149.96818181818182,127.5,153.0,208.56136363636367,184.875,200.8125,174.55615384615385,165.75,255.0,180.525,124.54769610623833,446.25,165.75,369.75,282.32142857142856,107.03637565933235,446.25,220.835,133.01615156659062,521.1,12.75,0.0
2010-05-03,2010,2,5,18,0,3,123,0.0,0,168.35454545454544,178.5,229.5,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,229.5,318.75,51.0,227.67857142857142,107.03637565933234,369.75,210.63500000000002,132.93561064510217,521.1,12.75,0.0
2010-05-04,2010,2,5,18,1,4,124,267.75,0,198.20454545454547,216.75,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,127.5,165.75,216.75,194.89285714285714,137.2653192075218,369.75,208.935,135.3515844206207,521.1,12.75,0.0
2010-05-05,2010,2,5,18,2,5,125,306.0,0,214.33181818181816,240.6,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,280.5,344.25,63.75,214.92857142857142,136.01897189100393,369.75,210.63500000000002,135.77274633206667,521.1,12.75,0.0
2010-05-06,2010,2,5,18,3,6,126,331.5,0,258.7636363636364,267.75,178.5,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,204.0,102.0,521.1,218.57142857142858,138.38862205501474,369.75,218.71,133.92690131766554,521.1,12.75,0.0
2010-05-07,2010,2,5,18,4,7,127,89.25,0,149.96818181818182,127.5,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,318.75,229.5,229.5,236.78571428571428,144.41068668409352,369.75,212.39,123.2098898851762,446.25,12.75,0.0
2010-05-10,2010,2,5,19,0,10,130,280.5,0,168.35454545454544,178.5,229.5,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,369.75,127.5,102.0,204.0,148.68927331855514,369.75,207.715,125.18326851267801,446.25,12.75,0.0
2010-05-11,2010,2,5,19,1,11,131,216.75,0,198.20454545454547,216.75,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,63.75,446.25,293.25,191.25,135.3343082887706,331.5,213.665,124.22374013073735,446.25,12.75,0.0
2010-05-12,2010,2,5,19,2,12,132,102.0,0,214.33181818181816,240.6,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,229.5,253.35,213.10714285714286,123.11384104617504,331.5,211.11499999999998,123.31558348120623,446.25,12.75,0.0
2010-05-13,2010,2,5,19,3,13,133,357.0,0,258.7636363636364,267.75,178.5,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,267.75,127.5,344.25,227.67857142857142,96.94153245274033,331.5,206.07000000000002,124.61720532121142,446.25,12.75,0.0
2010-05-14,2010,2,5,19,4,14,134,25.5,0,149.96818181818182,127.5,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,306.0,280.5,0.0,240.42857142857142,108.29461304370459,357.0,206.495,125.12541594543148,446.25,12.75,0.0
2010-05-17,2010,2,5,20,0,17,137,0.0,0,168.35454545454544,178.5,229.5,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,331.5,204.0,0.0,200.35714285714286,129.75681237277237,357.0,207.345,123.75337706990825,446.25,12.75,0.0
2010-05-18,2010,2,5,20,1,18,138,25.5,0,198.20454545454547,216.75,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,89.25,318.75,114.75,153.0,134.3295853488724,357.0,207.345,123.75337706990825,446.25,12.75,0.0
2010-05-19,2010,2,5,20,2,19,139,89.25,0,214.33181818181816,240.6,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,280.5,369.75,165.75,143.89285714285714,141.349585627772,357.0,204.37,127.08404807788453,446.25,12.75,0.0
2010-05-20,2010,2,5,20,3,20,140,191.25,0,258.7636363636364,267.75,178.5,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,216.75,63.75,393.6,116.57142857142857,128.43762382684332,357.0,201.82000000000002,128.64363205757803,446.25,12.75,0.0
2010-05-21,2010,2,5,20,4,21,141,0.0,0,149.96818181818182,127.5,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,102.0,0.0,76.5,112.92857142857143,125.44958435278177,357.0,195.075,123.44112707460293,446.25,12.75,0.0
2010-05-24,2010,2,5,21,0,24,144,0.0,0,168.35454545454544,178.5,229.5,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,357.0,267.75,165.75,98.35714285714286,132.64786224113396,357.0,192.525,126.72163271626458,446.25,12.75,0.0
2010-05-25,2010,2,5,21,1,25,145,0.0,0,198.20454545454547,216.75,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,25.5,306.0,318.75,47.357142857142854,70.87986566820548,191.25,187.0,131.45420075658183,446.25,12.75,0.0
2010-05-26,2010,2,5,21,2,26,146,0.0,0,214.33181818181816,240.6,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,331.5,165.75,43.714285714285715,72.81918654153881,191.25,176.375,133.30677851585736,446.25,12.75,0.0
2010-05-27,2010,2,5,21,3,27,147,0.0,0,258.7636363636364,267.75,178.5,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,25.5,89.25,344.25,43.714285714285715,72.81918654153881,191.25,170.85,137.14197274961143,446.25,12.75,0.0
2010-05-28,2010,2,5,21,4,28,148,0.0,0,149.96818181818182,127.5,153.0,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,89.25,280.5,102.0,40.07142857142857,74.50065915336396,191.25,159.375,136.5336378598379,446.25,12.75,0.0
2010-05-31,2010,2,5,22,0,31,151,0.0,0,168.35454545454544,178.5,229.5,108.67857142857143,25.5,216.75,174.55615384615385,165.75,255.0,180.525,124.54769610623833,191.25,216.75,229.5,27.321428571428573,72.2857054630147,191.25,155.975,139.25457879551834,446.25,12.75,0.0
2010-06-01,2010,2,6,22,1,1,152,0.0,0,198.20454545454547,216.75,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,102.0,127.5,0.0,0.0,0.0,148.325,141.36403163342206,446.25,12.75,0.0
2010-06-02,2010,2,6,22,2,2,153,0.0,0,214.33181818181816,240.6,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,357.0,446.25,0.0,0.0,0.0,144.075,143.90545791930722,446.25,12.75,0.0
2010-06-03,2010,2,6,22,3,3,154,12.75,0,258.7636363636364,267.75,178.5,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,25.5,229.5,0.0,0.0,0.0,129.2,134.33932204784958,369.75,12.75,0.0
2010-06-04,2010,2,6,22,4,4,155,0.0,0,149.96818181818182,127.5,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,0.0,127.5,1.8214285714285714,4.819047030867647,12.75,121.975,134.58736987292056,369.75,12.75,0.0
2010-06-07,2010,2,6,23,0,7,158,344.25,0,168.35454545454544,178.5,229.5,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,25.5,280.5,1.8214285714285714,4.819047030867647,12.75,117.725,136.4076729247977,369.75,12.75,0.0
2010-06-08,2010,2,6,23,1,8,159,369.75,0,198.20454545454547,216.75,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,89.25,204.0,51.0,129.3983674549258,344.25,119.85,139.49254707565973,369.75,12.75,0.0
2010-06-09,2010,2,6,23,2,9,160,293.25,0,214.33181818181816,240.6,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,191.25,318.75,103.82142857142857,173.1730657876268,369.75,125.375,146.0680012575625,369.75,12.75,0.0
2010-06-10,2010,2,6,23,3,10,161,229.5,0,258.7636363636364,267.75,178.5,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,0.0,369.75,145.71428571428572,179.2357286608098,369.75,124.525,144.9740070340791,369.75,12.75,0.0
2010-06-11,2010,2,6,23,4,11,162,499.2,0,149.96818181818182,127.5,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,0.0,63.75,178.5,168.82720456135024,369.75,119.85,138.92880836278496,369.75,12.75,0.5692099788303081
2010-06-14,2010,2,6,24,0,14,165,189.6,0,168.35454545454544,178.5,229.5,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,12.75,0.0,0.0,249.81428571428572,185.47322294221186,499.2,134.36499999999998,154.7159639747,499.2,12.75,1.0392304845413272
2010-06-15,2010,2,6,24,1,15,166,280.5,0,198.20454545454547,216.75,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,0.0,0.0,267.75,275.0785714285714,157.7763154414683,499.2,140.685,152.89984729136953,499.2,12.75,0.0
2010-06-16,2010,2,6,24,2,16,167,267.75,0,214.33181818181816,240.6,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,344.25,0.0,306.0,315.15000000000003,102.04682748620851,499.2,141.11,153.28245698934253,499.2,12.75,0.0
2010-06-17,2010,2,6,24,3,17,168,344.25,0,258.7636363636364,267.75,178.5,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,369.75,0.0,331.5,304.2214285714286,102.50629597388502,499.2,139.835,152.01747242476364,499.2,12.75,0.0
2010-06-18,2010,2,6,24,4,18,169,140.25,0,149.96818181818182,127.5,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,293.25,0.0,89.25,300.5785714285715,100.21696819543943,499.2,140.26000000000002,152.58854376936415,499.2,12.75,0.0
2010-06-21,2010,2,6,25,0,21,172,25.5,0,168.35454545454544,178.5,229.5,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,229.5,0.0,280.5,278.7214285714286,117.3087409969339,499.2,141.96,152.28443520890946,499.2,12.75,0.0
2010-06-22,2010,2,6,25,1,22,173,267.75,0,198.20454545454547,216.75,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,499.2,0.0,216.75,249.57857142857142,151.8339247806159,499.2,133.45999999999998,151.39899637530053,499.2,12.75,0.0
2010-06-23,2010,2,6,25,2,23,174,267.75,0,214.33181818181816,240.6,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,189.6,12.75,102.0,216.5142857142857,106.99521684903229,344.25,135.16,152.6476568373423,499.2,12.75,0.0
2010-06-24,2010,2,6,25,3,24,175,178.5,0,258.7636363636364,267.75,178.5,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,280.5,0.0,357.0,227.67857142857142,107.79308054919726,344.25,140.685,154.39566957814182,499.2,12.75,0.0
2010-06-25,2010,2,6,25,4,25,176,140.25,0,149.96818181818182,127.5,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,267.75,344.25,25.5,213.10714285714286,106.34709848953507,344.25,134.73499999999999,149.12137855821825,499.2,12.75,0.0
2010-06-28,2010,2,6,26,0,28,179,76.5,0,168.35454545454544,178.5,229.5,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,344.25,369.75,0.0,194.89285714285714,106.34709848953509,344.25,138.56,147.687647091584,499.2,12.75,0.0
2010-06-29,2010,2,6,26,1,29,180,255.0,0,198.20454545454547,216.75,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,140.25,293.25,25.5,156.64285714285714,90.66982881390523,267.75,141.11,145.86189583017355,499.2,12.75,0.0
2010-06-30,2010,2,6,26,2,30,181,293.25,0,214.33181818181816,240.6,153.0,203.4340909090909,242.25,197.625,174.55615384615385,165.75,255.0,180.525,124.54769610623833,25.5,229.5,89.25,173.03571428571428,97.33997857289393,267.75,148.76000000000002,145.6074874922066,499.2,12.75,0.0
2010-07-01,2010,3,7,26,3,1,182,229.5,0,258.7636363636364,267.75,178.5,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,267.75,499.2,191.25,211.28571428571428,80.92556103340554,293.25,155.56,147.48388480055056,499.2,12.75,0.0
2010-07-02,2010,3,7,26,4,2,183,216.75,0,149.96818181818182,127.5,153.0,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,267.75,189.6,0.0,205.82142857142858,77.70479852805572,293.25,156.835,147.9676072134802,499.2,12.75,0.0
2010-07-05,2010,3,7,27,0,5,186,242.25,0,168.35454545454544,178.5,229.5,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,178.5,280.5,0.0,198.53571428571428,73.19030966303835,293.25,164.06,145.31351860599608,499.2,12.75,0.0
2010-07-06,2010,3,7,27,1,6,187,165.75,0,198.20454545454547,216.75,153.0,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,140.25,267.75,0.0,207.64285714285714,74.24043949993072,293.25,172.13500000000002,142.58770631221793,499.2,12.75,0.0
2010-07-07,2010,3,7,27,2,7,188,318.75,0,214.33181818181816,240.6,153.0,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,76.5,344.25,0.0,211.28571428571428,70.93445163368392,293.25,177.66,138.85006885374474,499.2,12.75,0.0
2010-07-08,2010,3,7,27,3,8,189,89.25,0,258.7636363636364,267.75,178.5,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,255.0,140.25,0.0,245.89285714285714,50.31232808311367,318.75,188.285,136.96935231699808,499.2,12.75,0.0
2010-07-09,2010,3,7,27,4,9,190,51.0,0,149.96818181818182,127.5,153.0,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,293.25,25.5,0.0,222.21428571428572,77.15493457045662,318.75,191.26000000000002,133.66822953195316,499.2,12.75,0.0
2010-07-12,2010,3,7,28,0,12,193,102.0,0,168.35454545454544,178.5,229.5,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,229.5,267.75,0.0,187.60714285714286,92.7379661041953,318.75,192.96,131.45793243467668,499.2,12.75,0.0
2010-07-13,2010,3,7,28,1,13,194,102.0,0,198.20454545454547,216.75,153.0,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,216.75,267.75,0.0,169.39285714285714,95.61488041692505,318.75,196.36,127.55631778511236,499.2,12.75,0.0
2010-07-14,2010,3,7,28,2,14,195,140.25,0,214.33181818181816,240.6,153.0,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,242.25,178.5,0.0,153.0,95.97851322040795,318.75,199.76000000000002,123.43469193226761,499.2,12.75,0.0
2010-07-15,2010,3,7,28,3,15,196,229.5,0,258.7636363636364,267.75,178.5,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,165.75,140.25,12.75,138.42857142857142,87.54233669651353,318.75,204.435,118.15088041611654,499.2,12.75,0.0
2010-07-16,2010,3,7,28,4,16,197,165.75,0,149.96818181818182,127.5,153.0,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,318.75,76.5,0.0,147.53571428571428,93.94052069565855,318.75,211.66,112.51794983238356,499.2,12.75,0.0
2010-07-19,2010,3,7,29,0,19,200,278.85,0,168.35454545454544,178.5,229.5,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,89.25,255.0,344.25,125.67857142857143,58.62623742221345,229.5,217.185,105.6246421336522,499.2,12.75,0.7348469228349538
2010-07-20,2010,3,7,29,1,20,201,331.5,0,198.20454545454547,216.75,153.0,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,51.0,293.25,369.75,152.7642857142857,79.18460348180986,278.85,215.005,103.56654894484443,499.2,12.75,0.0
2010-07-21,2010,3,7,29,2,21,202,140.25,0,214.33181818181816,240.6,153.0,199.28863636363639,216.75,140.25,197.76818181818183,191.25,149.8125,180.525,124.54769610623833,102.0,229.5,293.25,192.83571428571426,89.41630963404522,331.5,213.73,101.8164631698323,499.2,12.75,0.0
